@RELATION Infoplasmid

@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric
@ATTRIBUTE class {F,P,Q,V}

@DATA
56.630000000, -11.708000000, -15.466000000, -0.372700000, 56.310000000, 5135.009100000, 38.030000000, 37.160000000, 43.030000000, -0.625000000, 50.381912155, -15.230000000, -0.730000000, -9.551000000, -12.241000000, 49.660000000, F
60.180000000, -18.026000000, -12.265000000, 0.014900000, 48.250000000, 484.813800000, 51.640000000, 46.510000000, 60.160000000, -0.267300000, 46.541241732, -16.541000000, -0.108200000, -12.014000000, -15.505000000, 38.100000000, F
46.230000000, -16.856000000, -16.931000000, -0.155800000, 56.680000000, 801.239700000, 43.150000000, 57.120000000, 57.150000000, -0.159200000, 52.508249986, -14.029000000, -0.669000000, -15.859000000, -13.298000000, 60.360000000, Q
38.830000000, -14.462000000, -12.206000000, -0.031600000, 45.470000000, 1886.161600000, 46.160000000, 44.790000000, 46.580000000, -0.166100000, 50.098075362, -11.399000000, -0.195100000, -13.825000000, -12.343000000, 45.960000000, V
56.590000000, -15.136000000, -13.273000000, 0.005100000, 44.980000000, 1309.402600000, 54.100000000, 52.160000000, 56.100000000, -0.755800000, 48.593533726, -15.220000000, -0.282300000, -16.097000000, -13.631000000, 46.500000000, P
57.310000000, -15.861000000, -14.271000000, 0.295100000, 50.710000000, 1023.193600000, 51.100000000, 49.840000000, 58.900000000, -0.560500000, 49.569217882, -16.378000000, -0.463600000, -13.391000000, -14.022000000, 48.830000000, P
44.280000000, -13.477000000, -16.427000000, 0.266700000, 56.280000000, 2752.113800000, 57.030000000, 59.560000000, 42.360000000, -0.282600000, 46.334141589, -13.091000000, 0.123500000, -16.892000000, -16.793000000, 40.310000000, P
46.230000000, -16.856000000, -16.931000000, -0.155800000, 56.680000000, 801.239700000, 43.150000000, 57.120000000, 57.150000000, -0.159200000, 52.508249986, -14.029000000, -0.669000000, -15.859000000, -13.298000000, 60.360000000, Q
48.750000000, -16.772000000, -17.079000000, -0.137000000, 56.070000000, 734.872100000, 38.560000000, 57.120000000, 56.290000000, -0.065600000, 51.314312431, -14.316000000, -0.640900000, -15.859000000, -12.238000000, 60.910000000, Q
53.860000000, -17.241000000, -15.557000000, -0.338300000, 54.710000000, 558.841200000, 60.410000000, 54.770000000, 60.130000000, 0.122600000, 48.637772865, -13.660000000, -0.010900000, -15.161000000, -17.397000000, 60.210000000, Q
47.860000000, -11.373000000, -16.506000000, 0.148300000, 56.560000000, 5636.358900000, 46.040000000, 62.850000000, 40.430000000, 0.134500000, 48.627424555, -13.119000000, 0.023900000, -18.507000000, -14.055000000, 40.310000000, P
49.740000000, -10.764000000, -15.386000000, -0.077500000, 51.190000000, 7959.847100000, 42.190000000, 49.920000000, 40.130000000, 0.200400000, 51.486897772, -13.184000000, 0.188600000, -13.267000000, -12.778000000, 36.130000000, Q
58.740000000, -15.395000000, -14.011000000, 0.264600000, 49.270000000, 1195.800500000, 50.660000000, 45.150000000, 58.470000000, -0.440600000, 50.037175789, -16.622000000, -0.547800000, -13.095000000, -13.864000000, 51.860000000, P
36.850000000, -16.615000000, -11.494000000, 0.098400000, 44.260000000, 748.128200000, 43.800000000, 37.350000000, 55.140000000, 0.275700000, 47.754388557, -9.842000000, 0.051400000, -11.606000000, -10.823000000, 49.580000000, V
53.960000000, -15.841000000, -15.354000000, -0.328300000, 54.740000000, 1009.578800000, 63.160000000, 58.860000000, 53.910000000, -0.311700000, 51.246542605, -13.874000000, 0.117900000, -16.746000000, -17.604000000, 57.780000000, Q
45.770000000, -17.304000000, -12.393000000, 0.109000000, 43.650000000, 620.170700000, 52.570000000, 57.020000000, 56.510000000, 0.288500000, 48.336074099, -13.005000000, -0.027800000, -16.456000000, -15.204000000, 42.150000000, P
49.260000000, -16.816000000, -14.235000000, -0.266500000, 53.620000000, 674.944300000, 55.750000000, 46.530000000, 61.970000000, -0.106700000, 44.334366440, -12.811000000, -0.587700000, -13.606000000, -14.330000000, 47.530000000, V
47.860000000, -11.373000000, -16.506000000, 0.148300000, 56.560000000, 5636.358900000, 46.040000000, 62.850000000, 40.430000000, 0.134500000, 48.627424555, -13.119000000, 0.023900000, -18.507000000, -14.055000000, 40.310000000, P
47.560000000, -11.373000000, -16.704000000, 0.063300000, 56.960000000, 5636.853900000, 45.030000000, 59.420000000, 40.430000000, 0.134500000, 48.312474432, -13.711000000, -0.177300000, -17.219000000, -13.779000000, 44.810000000, P
57.310000000, -15.405000000, -14.271000000, 0.295100000, 50.710000000, 1514.212600000, 51.100000000, 47.810000000, 57.770000000, -0.514600000, 49.569217882, -16.378000000, -0.463600000, -14.013000000, -14.022000000, 49.800000000, P
45.980000000, -16.484000000, -13.955000000, 0.270900000, 49.760000000, 891.580000000, 53.480000000, 50.000000000, 55.770000000, -0.584200000, 47.559518459, -13.794000000, 0.004400000, -12.954000000, -14.033000000, 51.710000000, P
47.860000000, -11.373000000, -16.506000000, 0.148300000, 56.560000000, 5636.358900000, 46.040000000, 62.850000000, 40.430000000, 0.134500000, 48.627424555, -13.119000000, 0.023900000, -18.507000000, -14.055000000, 40.310000000, P
58.010000000, -10.895000000, -15.284000000, -0.426500000, 54.530000000, 6691.834800000, 32.400000000, 38.470000000, 38.700000000, -0.789500000, 48.290000856, -15.226000000, -0.656100000, -9.556000000, -9.901000000, 44.970000000, F
48.170000000, -17.304000000, -12.621000000, -0.209000000, 42.940000000, 620.170700000, 54.940000000, 57.670000000, 56.510000000, 0.288500000, 49.346337136, -13.623000000, 0.017000000, -16.703000000, -16.122000000, 47.010000000, P
54.840000000, -17.963000000, -15.481000000, -0.165700000, 51.640000000, 453.862900000, 52.700000000, 48.030000000, 60.400000000, -0.275600000, 48.072323121, -13.976000000, 0.141500000, -14.056000000, -15.335000000, 47.970000000, Q
56.630000000, -9.462000000, -15.466000000, -0.372700000, 56.310000000, 11725.097900000, 38.030000000, 32.970000000, 35.000000000, -0.206500000, 50.381912155, -15.230000000, -0.730000000, -11.640000000, -12.241000000, 49.660000000, F
58.740000000, -12.252000000, -14.011000000, 0.264600000, 49.270000000, 3930.003200000, 52.500000000, 47.810000000, 42.370000000, -0.754400000, 49.448682110, -16.622000000, -0.547800000, -14.013000000, -13.735000000, 47.900000000, P
40.370000000, -14.871000000, -12.735000000, -0.279700000, 45.640000000, 1503.957700000, 42.980000000, 41.790000000, 47.900000000, -0.148900000, 48.371841256, -12.488000000, -0.043400000, -12.842000000, -11.859000000, 50.010000000, V
53.900000000, -15.128000000, -17.064000000, 0.002900000, 54.220000000, 1296.679900000, 55.260000000, 49.280000000, 50.360000000, -0.233300000, 48.915403816, -15.109000000, -0.303900000, -15.349000000, -15.901000000, 61.700000000, Q
49.440000000, -11.834000000, -14.163000000, -0.572300000, 50.750000000, 7330.842500000, 40.470000000, 39.800000000, 39.120000000, -0.944500000, 49.333758243, -13.858000000, -0.674700000, -9.876000000, -12.752000000, 48.090000000, F
53.920000000, -12.174000000, -16.037000000, -0.172000000, 54.700000000, 5228.967000000, 56.920000000, 46.140000000, 46.010000000, -0.680000000, 52.057671862, -14.377000000, 0.062500000, -13.434000000, -15.767000000, 42.350000000, Q
48.750000000, -16.316000000, -16.876000000, -0.094300000, 54.410000000, 832.030900000, 41.910000000, 57.120000000, 55.830000000, -0.287300000, 52.494863137, -14.316000000, -0.640900000, -15.859000000, -13.126000000, 62.760000000, Q
52.850000000, -15.479000000, -15.651000000, -0.350000000, 54.550000000, 1160.299800000, 67.030000000, 43.050000000, 46.580000000, 0.191100000, 50.138859722, -13.588000000, 0.011600000, -13.499000000, -18.334000000, 58.510000000, Q
55.420000000, -10.873000000, -15.377000000, -0.446600000, 56.060000000, 7135.119600000, 40.260000000, 39.330000000, 38.040000000, -0.601000000, 47.678799079, -15.202000000, -0.364500000, -10.132000000, -11.381000000, 44.860000000, F
54.750000000, -15.688000000, -14.992000000, -0.288000000, 54.190000000, 1022.125400000, 63.380000000, 60.000000000, 53.390000000, -0.358900000, 51.058260660, -14.355000000, 0.139400000, -16.799000000, -17.614000000, 60.010000000, Q
45.980000000, -16.484000000, -13.955000000, 0.270900000, 49.760000000, 891.580000000, 53.480000000, 50.220000000, 55.770000000, -0.584200000, 47.559518459, -13.794000000, 0.004400000, -13.103000000, -14.033000000, 51.710000000, P
59.670000000, -15.028000000, -16.939000000, 0.145800000, 58.930000000, 1597.728700000, 51.600000000, 52.400000000, 54.110000000, -0.704000000, 47.456726395, -16.259000000, -0.082900000, -15.509000000, -15.787000000, 54.370000000, Q
45.720000000, -17.008000000, -12.688000000, 0.182500000, 43.260000000, 651.326000000, 54.190000000, 61.590000000, 60.020000000, 0.275900000, 49.628007204, -12.831000000, -0.022100000, -17.598000000, -14.734000000, 35.310000000, P
41.620000000, -11.524000000, -15.718000000, 0.046900000, 52.110000000, 5430.358800000, 45.030000000, 59.310000000, 38.890000000, -0.194000000, 48.312474432, -12.573000000, 0.000200000, -17.125000000, -13.779000000, 52.260000000, P
59.890000000, -17.571000000, -15.458000000, 0.002200000, 54.890000000, 519.284400000, 68.770000000, 59.530000000, 59.800000000, -0.408500000, 49.848935379, -15.071000000, 0.046700000, -17.055000000, -19.044000000, 60.420000000, Q
36.850000000, -16.615000000, -11.494000000, 0.098400000, 44.260000000, 748.128200000, 43.800000000, 37.350000000, 55.140000000, 0.275700000, 47.754388557, -9.842000000, 0.051400000, -11.606000000, -10.823000000, 47.290000000, V
46.820000000, -11.616000000, -14.675000000, -0.247500000, 51.880000000, 5965.950900000, 51.520000000, 62.780000000, 45.260000000, -0.292600000, 48.880459768, -11.487000000, -0.285100000, -17.302000000, -13.011000000, 42.060000000, P
51.850000000, -12.204000000, -14.755000000, -0.239300000, 52.050000000, 4229.655000000, 51.520000000, 62.780000000, 47.170000000, -0.270700000, 48.880459768, -13.077000000, -0.221300000, -17.302000000, -13.011000000, 42.060000000, P
58.610000000, -10.865000000, -12.498000000, 0.456700000, 46.260000000, 9785.397700000, 50.860000000, 48.630000000, 40.080000000, -0.824700000, 48.443688641, -16.446000000, -0.078300000, -12.303000000, -13.457000000, 39.080000000, F
45.830000000, -16.856000000, -16.931000000, -0.155800000, 56.680000000, 801.239700000, 42.750000000, 57.120000000, 57.150000000, -0.159200000, 52.222130503, -13.825000000, -0.842700000, -15.859000000, -12.922000000, 60.360000000, Q
47.780000000, -16.852000000, -14.489000000, 0.069100000, 49.110000000, 676.888000000, 61.880000000, 51.060000000, 61.580000000, -0.008800000, 47.292756971, -13.936000000, -0.198800000, -14.918000000, -17.066000000, 45.330000000, P
54.840000000, -17.963000000, -15.481000000, -0.165700000, 51.640000000, 453.862900000, 52.700000000, 48.030000000, 60.400000000, -0.275600000, 48.072323121, -13.976000000, 0.141500000, -14.056000000, -15.335000000, 47.970000000, Q
41.390000000, -16.899000000, -12.566000000, 0.416200000, 45.340000000, 680.163400000, 57.090000000, 59.730000000, 61.500000000, -0.236100000, 50.220945192, -11.910000000, 0.043700000, -15.840000000, -15.620000000, 53.710000000, V
51.600000000, -11.727000000, -12.740000000, 0.107100000, 47.810000000, 6625.058500000, 43.820000000, 49.670000000, 40.000000000, -0.436000000, 48.324585893, -13.084000000, -0.038000000, -14.772000000, -13.249000000, 54.890000000, P
55.610000000, -14.964000000, -15.580000000, -0.098400000, 54.160000000, 1433.591700000, 63.100000000, 58.780000000, 53.830000000, -0.203400000, 50.633140308, -15.077000000, -0.113500000, -15.867000000, -17.336000000, 58.420000000, Q
37.780000000, -15.975000000, -11.961000000, -0.175100000, 43.070000000, 1129.404100000, 46.250000000, 46.120000000, 52.390000000, -0.051700000, 49.799680466, -11.185000000, -0.343100000, -14.213000000, -12.956000000, 49.110000000, V
52.850000000, -15.112000000, -15.651000000, -0.350000000, 54.550000000, 1334.595000000, 67.030000000, 41.400000000, 45.410000000, 0.282700000, 50.138859722, -13.588000000, 0.011600000, -12.876000000, -18.334000000, 59.680000000, Q
48.870000000, -16.316000000, -16.400000000, -0.163600000, 54.390000000, 832.030900000, 41.910000000, 57.120000000, 55.830000000, -0.287300000, 52.494863137, -13.952000000, -0.748000000, -15.859000000, -13.126000000, 62.760000000, Q
47.560000000, -14.186000000, -15.654000000, -0.461700000, 55.050000000, 2020.520000000, 45.040000000, 41.990000000, 52.990000000, 0.051300000, 48.698388660, -12.384000000, 0.237100000, -11.545000000, -13.805000000, 44.440000000, P
58.010000000, -10.218000000, -14.346000000, -0.495600000, 54.200000000, 9159.531900000, 35.780000000, 37.030000000, 36.930000000, -0.644300000, 47.812868134, -15.226000000, -0.656100000, -12.211000000, -10.380000000, 46.610000000, F
47.860000000, -11.373000000, -16.506000000, 0.148300000, 56.560000000, 5636.358900000, 46.040000000, 62.850000000, 40.430000000, 0.134500000, 48.627424555, -13.119000000, 0.023900000, -18.507000000, -14.055000000, 40.310000000, P
50.710000000, -17.304000000, -12.737000000, 0.139800000, 43.030000000, 620.170700000, 52.340000000, 61.030000000, 56.510000000, 0.288500000, 50.509177755, -13.160000000, 0.345300000, -16.902000000, -14.682000000, 47.400000000, P
48.120000000, -17.008000000, -13.235000000, -0.053500000, 45.490000000, 651.326000000, 54.990000000, 59.460000000, 60.020000000, 0.275900000, 49.297766447, -13.449000000, 0.022700000, -17.120000000, -14.956000000, 44.830000000, P
58.610000000, -10.865000000, -12.498000000, 0.456700000, 46.260000000, 9785.397700000, 50.860000000, 48.630000000, 40.080000000, -0.824700000, 48.443688641, -16.446000000, -0.078300000, -12.303000000, -13.457000000, 39.080000000, F
36.850000000, -16.615000000, -11.494000000, 0.098400000, 44.260000000, 748.128200000, 43.800000000, 37.350000000, 55.140000000, 0.275700000, 47.754388557, -9.842000000, 0.051400000, -11.606000000, -10.823000000, 47.790000000, V
51.600000000, -11.727000000, -12.740000000, 0.107100000, 47.810000000, 6625.058500000, 43.820000000, 49.670000000, 40.000000000, -0.436000000, 48.324585893, -13.084000000, -0.038000000, -14.772000000, -13.249000000, 54.030000000, P
55.670000000, -13.421000000, -15.109000000, 0.112500000, 53.540000000, 2753.563800000, 48.940000000, 41.930000000, 47.940000000, -0.781700000, 47.520010040, -15.706000000, -0.512200000, -13.111000000, -14.410000000, 43.460000000, P
48.120000000, -17.600000000, -13.235000000, -0.053500000, 45.490000000, 522.338600000, 54.990000000, 58.210000000, 57.410000000, 0.354000000, 49.297766447, -13.449000000, 0.022700000, -16.886000000, -14.956000000, 45.620000000, P
56.280000000, -11.104000000, -12.599000000, 0.388900000, 48.160000000, 6755.459200000, 55.770000000, 45.190000000, 38.630000000, -0.880500000, 48.510677984, -14.606000000, -0.025000000, -13.539000000, -15.365000000, 41.970000000, F
40.500000000, -13.726000000, -12.666000000, 0.029000000, 42.280000000, 2603.395600000, 54.270000000, 49.210000000, 49.520000000, -0.265900000, 48.438030389, -12.066000000, -0.794800000, -16.489000000, -15.730000000, 63.090000000, V
46.820000000, -11.616000000, -14.675000000, -0.247500000, 51.880000000, 5965.950900000, 51.520000000, 62.780000000, 45.260000000, -0.292600000, 48.880459768, -11.487000000, -0.285100000, -17.302000000, -13.011000000, 42.060000000, P
54.780000000, -17.487000000, -15.354000000, -0.328300000, 54.740000000, 538.841200000, 66.150000000, 43.130000000, 55.690000000, -0.099500000, 50.050024765, -14.196000000, 0.005500000, -11.908000000, -18.395000000, 57.090000000, Q
44.280000000, -13.477000000, -16.427000000, 0.266700000, 56.280000000, 2752.113800000, 57.030000000, 59.560000000, 42.360000000, -0.282600000, 46.334141589, -13.091000000, 0.123500000, -16.892000000, -16.793000000, 40.310000000, P
46.490000000, -11.901000000, -16.268000000, 0.188200000, 54.530000000, 4606.411200000, 45.030000000, 59.970000000, 41.860000000, 0.060600000, 48.312474432, -14.237000000, -0.154600000, -17.084000000, -13.779000000, 42.960000000, P
42.910000000, -16.851000000, -15.714000000, 0.028700000, 56.230000000, 720.596200000, 44.500000000, 43.810000000, 56.450000000, -0.026100000, 51.606663463, -13.299000000, -0.334400000, -13.059000000, -14.010000000, 49.330000000, Q
53.960000000, -16.311000000, -15.354000000, -0.328300000, 54.740000000, 853.519700000, 64.200000000, 59.690000000, 53.990000000, -0.151500000, 50.933023480, -13.874000000, 0.117900000, -15.981000000, -17.828000000, 57.570000000, Q
56.630000000, -11.344000000, -15.466000000, -0.372700000, 56.310000000, 6519.883800000, 38.030000000, 37.160000000, 44.240000000, -0.272300000, 50.381912155, -15.230000000, -0.730000000, -9.551000000, -12.241000000, 49.660000000, F
36.850000000, -16.615000000, -11.494000000, 0.098400000, 44.260000000, 748.128200000, 43.800000000, 37.350000000, 55.140000000, 0.275700000, 47.754388557, -9.842000000, 0.051400000, -11.606000000, -10.823000000, 49.580000000, V
46.760000000, -15.425000000, -13.355000000, -0.215700000, 50.390000000, 1202.382700000, 42.830000000, 43.640000000, 57.270000000, -0.155200000, 52.178428379, -12.731000000, 0.073900000, -12.759000000, -13.448000000, 50.940000000, V
40.670000000, -16.204000000, -14.102000000, -0.164000000, 51.280000000, 933.521800000, 41.510000000, 48.130000000, 55.970000000, -0.191200000, 52.611391566, -12.045000000, -0.195200000, -12.784000000, -13.070000000, 45.740000000, Q
49.260000000, -16.816000000, -14.235000000, -0.266500000, 53.620000000, 674.944300000, 55.750000000, 48.560000000, 61.970000000, -0.106700000, 44.334366440, -12.811000000, -0.587700000, -14.265000000, -14.330000000, 47.530000000, V
47.860000000, -11.373000000, -16.506000000, 0.148300000, 56.560000000, 5636.358900000, 46.040000000, 62.850000000, 40.430000000, 0.134500000, 48.627424555, -13.119000000, 0.023900000, -18.507000000, -14.055000000, 40.310000000, P
58.010000000, -9.764000000, -14.331000000, -0.391600000, 53.670000000, 10441.593400000, 35.780000000, 38.510000000, 38.190000000, -0.660000000, 47.812868134, -15.226000000, -0.656100000, -10.827000000, -10.380000000, 46.610000000, F
54.780000000, -16.000000000, -15.394000000, -0.346800000, 54.430000000, 1023.755500000, 68.100000000, 45.840000000, 56.810000000, -0.035200000, 50.111818968, -14.196000000, 0.005500000, -14.651000000, -18.802000000, 56.790000000, Q
54.620000000, -10.796000000, -15.766000000, -0.330600000, 57.140000000, 7934.056000000, 38.290000000, 36.840000000, 42.550000000, -0.633800000, 50.154489071, -14.721000000, -0.822900000, -8.058000000, -12.295000000, 49.990000000, F
46.680000000, -16.510000000, -14.859000000, -0.433900000, 52.290000000, 938.745600000, 50.350000000, 41.900000000, 54.870000000, 0.073400000, 48.472227742, -14.442000000, -0.311000000, -13.476000000, -14.900000000, 36.790000000, P
52.890000000, -14.504000000, -16.853000000, -0.485900000, 57.200000000, 1621.101900000, 60.030000000, 64.520000000, 49.670000000, 0.038200000, 48.625699286, -15.969000000, -0.168800000, -18.077000000, -17.102000000, 66.800000000, V
51.360000000, -11.344000000, -14.547000000, -0.301700000, 53.980000000, 6519.883800000, 38.030000000, 37.160000000, 44.240000000, -0.272300000, 50.381912155, -13.929000000, -0.595800000, -9.551000000, -12.241000000, 49.660000000, F
41.290000000, -15.869000000, -13.371000000, 0.219600000, 47.110000000, 1196.448800000, 48.390000000, 48.140000000, 51.770000000, -0.117700000, 50.049871013, -12.069000000, -0.101600000, -13.664000000, -14.788000000, 51.940000000, V
48.170000000, -17.283000000, -13.160000000, 0.133600000, 43.400000000, 641.017100000, 54.940000000, 59.840000000, 56.950000000, 0.277000000, 49.346337136, -13.623000000, 0.017000000, -17.216000000, -16.122000000, 43.970000000, P
53.920000000, -12.174000000, -16.037000000, -0.172000000, 54.700000000, 5228.967000000, 56.920000000, 46.140000000, 46.010000000, -0.680000000, 52.057671862, -14.377000000, 0.062500000, -13.434000000, -15.767000000, 42.350000000, Q
54.840000000, -17.963000000, -15.481000000, -0.165700000, 51.640000000, 453.862900000, 52.700000000, 48.030000000, 60.400000000, -0.275600000, 48.072323121, -13.976000000, 0.141500000, -14.056000000, -15.335000000, 47.970000000, Q
47.860000000, -11.373000000, -16.506000000, 0.148300000, 56.560000000, 5636.358900000, 46.040000000, 62.960000000, 40.430000000, 0.134500000, 48.627424555, -13.119000000, 0.023900000, -18.634000000, -14.055000000, 40.310000000, P
58.010000000, -9.454000000, -15.155000000, -0.458200000, 53.520000000, 10871.187800000, 35.010000000, 47.480000000, 38.550000000, -0.382900000, 47.854662658, -15.226000000, -0.656100000, -13.300000000, -10.363000000, 44.970000000, F
47.560000000, -14.186000000, -15.637000000, -0.479400000, 54.280000000, 1998.717600000, 45.040000000, 41.820000000, 52.990000000, 0.051300000, 48.698388660, -12.384000000, 0.237100000, -12.163000000, -13.805000000, 43.520000000, P
54.840000000, -17.963000000, -15.481000000, -0.165700000, 51.640000000, 453.862900000, 52.700000000, 48.030000000, 60.400000000, -0.275600000, 48.072323121, -13.976000000, 0.141500000, -14.056000000, -15.335000000, 47.970000000, Q
46.230000000, -16.867000000, -17.011000000, -0.160200000, 56.850000000, 716.705800000, 39.410000000, 57.120000000, 56.320000000, -0.056400000, 51.199644257, -14.029000000, -0.669000000, -15.859000000, -12.308000000, 57.770000000, Q
43.540000000, -14.361000000, -13.273000000, -0.025900000, 52.350000000, 1796.771600000, 48.120000000, 59.460000000, 51.370000000, -0.103500000, 48.691085021, -12.857000000, 0.094900000, -17.120000000, -13.449000000, 48.730000000, P
41.360000000, -16.834000000, -15.022000000, -0.227800000, 47.010000000, 723.829100000, 44.270000000, 48.470000000, 55.680000000, -0.061500000, 51.513813948, -11.123000000, 0.201400000, -13.705000000, -13.938000000, 48.000000000, Q
48.170000000, -17.304000000, -12.393000000, 0.109000000, 43.650000000, 620.170700000, 54.940000000, 60.980000000, 56.510000000, 0.288500000, 49.346337136, -13.623000000, 0.017000000, -17.723000000, -16.122000000, 49.020000000, P
41.360000000, -16.442000000, -14.746000000, -0.158100000, 51.280000000, 866.852200000, 47.220000000, 48.860000000, 54.790000000, -0.391600000, 51.143591420, -12.090000000, -0.169600000, -12.834000000, -14.415000000, 47.130000000, Q
47.860000000, -11.373000000, -16.506000000, 0.148300000, 56.560000000, 5636.358900000, 46.040000000, 62.850000000, 40.430000000, 0.134500000, 48.627424555, -13.119000000, 0.023900000, -18.507000000, -14.055000000, 40.310000000, P
37.430000000, -16.615000000, -11.542000000, 0.239500000, 44.530000000, 753.164000000, 43.730000000, 36.990000000, 55.140000000, 0.275700000, 46.671127406, -9.618000000, 0.125500000, -11.546000000, -10.325000000, 49.640000000, V
